tweet_text,sentiment_predict
"@gvgvfarao @TonhoDrinks Isso nao pode ser apenas retardo. Aí tem. Se nao for dinheiro, no minimo - NO MINIMO - ele foi corneado por um bolsominion.:P Mas o mais provável é ele ter tomado algum toco qdo se ofereceu pra campanha do Jair, ou do PSL, mesmo. Porque isso nao eh burrice: eh ciume/recalque.",0
@httpsoulstorm Adoto de graça :)),0
@matneomat Todo castigo pra corno eh pouco :(,0
@leonelcaldela Valeu! :D Parabéns pela tattoo!!!,0
@Seninha155 me leva também :),1
Bom dia!! Block e soneca comendo solto hoje!! :),1
"Bom dia alias, feliz dia das crianças :D",1
"@bru_blackwitch @felcastilho estou com vergonha e nojo da nossa região, Bruna :(",0
@marcelusluna @KaioFN21 sexta :(,1
"@derbada Simmm :( Isso me faz interagir só de forma superficial com umas pessoas msm, minha cabeça é toda coisada. Inclusive tenho um pouco disso ctg!",0
"@marrtainn Eu nego há MUITO tempo, acho que já está na hora :((",0
eu tbm :(( https://t.co/nZ89yWX71c,0
"@believewolves nossa amiga, que pesado :(. mas ficou tudo bem ?",0
não fala assim que eu fico nervoso :(( https://t.co/KaiVcVxIyE,0
"@fernanda_froes Todo mundo que não votaria nele já saiu, menos tu :( Pode ser um sinal!? Hahah",0
@carvalho_msc Obrigada! Amém! :),0
@zjmflour noossa que legal td d bomm pra vc nesse ano que vem :),0
"Lindos, fofos e com muito amor pra dar 😍😻❤️ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ Acesse: https://t.co/V2IKDvnlC5 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ #Catmypet #VidaDeGato #Cat #GatoInterativo #week #miau #work #trabalho #fofura #gatinho #gato https://t.co/Nel0zpj2Jo",0
outros desconheço :),0
"CP - és linda, não te conheço mas pareces ser uma rapariga mt simpática :)",0
@ghostdreee @fuckhatersnigga @nmefodamacabeca Ela ja sb q ctg e assim :)),0
"@louiechasm oi sun, saudades :)",0
@larrytextau ah entao tudo bem anjo :),0
a boca :( https://t.co/9LG8n6Dj7S,1
Lembrem se de usar preservativo ou outros métodos contraceptivos :) https://t.co/k00GFJynPm,0
Como terminar um trabalho de estágio em 2 dias? :(,2
"eu já fiz isso mas eu fiquei com preguiça eu era a ""j."" lembra? :'v j. — aaaa lembro n anjo, desculpa :(( https://t.co/tD8GBcCVbw",0
"Eu: Hm, vamos assistir um vídeo sobre matemática para me dar bem nos estudos :) - 5 minutos depois Also eu: *vendo shounen-ai* VAI LOGO MININO, BEJA ELE NÃO DEMORA SE NÃO VOCÊ PERDE A CHANCEEEEEE AAAAAAAAAAAA &gt;:vvv",1
@trainmaniac Corri 101 vezes em vez de 100 :),0
"O Xhand Light é o novo PABX da Handphone e vai facilitar e otimizar a telecomunicação com seus clientes, saiba mais em https://t.co/PlNZ3YGxgW ou ligue para (11) 4118-7777 - . . . #Xhand #tecnologia #callcenter #ip #sip #digital #telecom #telecomunicacao #novidade #Handphone https://t.co/0oxMThA1FM",1
Achei meu jogo :) https://t.co/Ii3HvAo29G,0
"Saio de casa com um cão desaparecido, chego a casa com os dois cães desaparecidos :)",0
@WONHOSUNRISE seu corpo é lindo vc é linda só falta vc acreditar nisso :(,0
"Não esqueçam , sem uniforme não entra na escola!! :)",0
To tristizinha hj :( #DomingoDetremuraSDV (Como tds os domingos),0
PODEMOS ENCONTRAR SEU NOVO EMPREGO! https://t.co/PKwDR1IXY4 | Vamos PROCURAR seu NOVO EMPREGO para Você! #emprego #trabalho #vagas #vagasdeemprego #oportunidadedeemprego #oportunidadedetrabalho #vagaspe #procuroemprego #vagadeemprego #empregospernambuco #sitesdeemprego,1
Arrecadação federal tem melhor agosto desde 2014 https://t.co/lQIq1w8nhR,1
"BOCA DE URNA: Em Minas, Zema tem 41%, Anastasia 29% e Pimentel 22% (Fonte: Ibope) #eleicoes2018 https://t.co/WFAlL5y7yT",1
@waaaifuu 'Todo ato comunicativo só se torna falho quando a mensagem se torna incompreensível ao receptor' :P,0
@jminfeminist oi vou :(,0
"@estevam_gigi @uebrisei te faço ate uns cafunerio, mas tem a vir me ver :)))))))",0
"""O sa se vada maine cat de putini am mai ramas"" :) https://t.co/gS5qFBEJ7s",0
"queria meu ttt antigo,de volta. :(",0
"Manobrista/Ajudante de Motorista - São Paulo, SP https://t.co/hNu4iNd0UU #emprego #oportunidade #vaga",1
esconder ela um pouquinho do mundo :(,0
"Nesta segunda-feira (20), o ministro dos #DireitosHumanos, Gustavo Rocha, recebeu a ministra do Tribunal Superior do #Trabalho (TST) Kátia Magalhães Arruda.",1
@bgroupsstan Eu comprei um cupcake d chocolate pra minha amiga :((((,0
@sweetharryghost to trocando de quarto :((,0
Que mania que eu tenho de colocar pra doar roupas que depois eu quero usar :),0
@danielvieira10 Essa da camiseta da Manu falando de Jesus ser travesti é uma fakenews.. imagino que inventada pelos bolsominios.. e você ja viu o vice do bonoro falando de 13• salário? Sobre branqueamento da raça negra? Queria que isso fosse fake tbm :(,0
ranço :p,0
Faltam 81 dias para terminar o ano! 😉📆 #data #dia #outubro #outubro2018 #curiosidade #ameisaber https://t.co/dwtiYPuiZq,1
vou fingir que não estou preocupada com a tatuagem “:):” do changkyun e seguir a vida,0
"Após ser enquadrado por Bolsonaro, Paulo Guedes cancela encontro com investidores https://t.co/44XZRKynIU",1
"Como prefeito, Haddad melhorou contas, mas tropeçou em zeladoria e obras https://t.co/9QhxkJKFS8",1
"@joaocam13 Em momento nenhum falei que vc não respeita. Só to expondo o meu ponto de vista tb uai. Pra mim é uma logica simples: não gostou, não faça. Só não incomode quem faz pq eles não estão incomodando vc :)",0
10 Temas Para Recordar A Kaleth Morales #Noticia https://t.co/RvHNz4OLUZ https://t.co/UF3VjEHJ2l,1
bar :-( : 36124540-4a1f-489d-b33c-4135a379129e,0
"@gcfparkjimin amas ela vai me culpar do msm jeito, ela não tá nem aí :(",0
"@Fabelgrano @naruhodopodcast @brains9 Isso vai fazer parte com certeza. Se vc só conhece correlação como Pearson ou Spearman, não tem como ser causalidade mesmo. Mas esses não são os únicos jeitos de calcular correlações :P",1
"@brunodoamaral Já tá bem diferente dos anos 90: a cidade cresceu muito, o que é bom, mas os monumentos históricos como o forte estão ruindo com o descaso dos governantes :(",1
@g_couto90 Essa frase nem é tua :),0
Traficantes da Baixada ameaçam expulsar bruxa de casa. https://t.co/RfTMUB7V45 https://t.co/XFRp8RL9Dk,0
@TheRose_0803 a música é perfeitaaa eu amo vocês :(( 💕💗💗,0
a mano q droga fez um mês :(,0
@MayDementeSad Pensei que gostava de mim :(,0
"@Raimedeiros @RitaLobo Minha maior vergonha, revelada ao mundo :-( (Se o emoji chorando fosse tão fácil quanto o emoji triste)",0
"@AnaKurata Miga eu que sou branca, hetero, tenho diploma, mas sou deficiente, tô com medo. Acho que pra mim, não vai melhorar mas não vai piorar. Mas o medo vai sempre andar com a gente :(",0
MEU DEUS eu simplesmente tava esquecendo que tem uma porra de uma resenha pra entregar amanhã e a merda da parte que eu já fiz tá no pc do meu irmão só que ele viajou hj cedo e levou o pc tudo ótimo por aqui :),0
@mongebrasileir0 @joaoamoedonovo @RomeuZema30 namoral tô ficando muito triste e bolado pq ngm valoriza as ideias incríveis dele :(((((( oq custa botar o homem na tv gnt,0
@Agdaandradee Palha assada viu :(( amava o Alexandre Slavieiro,0
@RaonyPhillips Faço :),0
@Powszzt @xerosodomorro Mas uma pra a série de: ‘‘Pessoas cujo eu vou querer iniciar uma conversa mas não vão nem me responder :D’’,0
@delgado_keke caso tenha novidades sobre isso venho correndo contar pra vocês! :),1
@oceansgyu entro em todos que vejo pra descontrair meu temor interno desse COISO ganhar e ameaçar minha existencia com poder de fato :),0
Spotify recua e encerra verificação de endereço para plano família https://t.co/sBrORzKLei -via @EstadaoLink https://t.co/KHmIvK5tfp,1
"A verdade é que ninguém vai te entender, até passar pela mesma situação.#Fato",0
"&gt;@abilio_diniz 'Não vamos embora do País - Em momentos como este, cresce a exploração maniqueísta do falso binário trabalhador x empresário, quando somos duas faces da mesma moeda' https://t.co/Cii1ICPrbF https://t.co/gmDvw4jM2l",0
odeio estar num dia ruim pq eu acabo evitando meus amigos sem querer por não querer muito contato e preferir ficar meia isolada :(,0
"Imagina se eu só falasse de trade no twitter, o quanto de seguidores eu teria... Mas não ficaria em paz comigo mesmo por reter meu pensamento. :)",0
@Yaholy É nada. Só faltou contexto :),0
alguém me ajuda a recuperar minha conta? por favor :(,0
Boceto feito de la beba Maggie :D #FHS---#FNAFHS https://t.co/IGRTtqZzGV,0
PROMOÇÃO CANECAS. A PARTIR de 100 unidades 2.50 a unidade! Faça seu Orçamentos via Whatsapp 📲 (81) 9 9373-7274 #pernambuco #caruaru #recife #chegamos #novidade #caneca #artecolorida… https://t.co/UvhVT709i8,1
"E feliz aniversário de 5 anos de casamento pra Harry e Louis, os maridinhos mais lindos do mundo, eu amo mt vcs e espero q tenham um dia maravilhoso juntos :)))",0
Alckmin diz ser contra aumento de impostos e contra a volta da CPMF https://t.co/z9MZdL83Fi,1
muito triste acordar e nao ter meu nenê do lado :(,0
Eu espero do fundo do meu coração que vocês se FODAM e TOMEM bem no meio do cu de vocês :D,0
@letici4medeiros @anneambrozino Ninguém me elogia :(,0
@_bibosco @AnaClaraArroyo Deus te ouça assim ninguém sofre interversão militar :),0
"Geraldo Alckmin ataca Jair Bolsonaro, que rebate https://t.co/BdpXFrRmCk",1
@Juhtopzeraa foi sim :(,0
Ibope: Bolsonaro sobe 4 pontos e tem 31%; Haddad tem 21% https://t.co/vadibe3grN,1
@908JW não paro não fica quietinho aí sentindo meu amor gigantesco por você :(,0
"@rodrigo_dias Eu não sei quem é pior, mesmo. Só penso besteira. :P",0
SP: Major Olimpio e Mara Gabrilli são eleitos para o Senado https://t.co/gqRJxenasE,1
@yllek_s AH NAO :( #VEMTIKE,0
@320HJ Vamo seguras as mãozinhas e esperar por esse milagre que um dia chega :( 😔 se até o da china line adiaram ...,1
"O time é bom ..só falta um técnico ..""!!! #fato",1
@ThePoneeey chupala :(,0
Se vc votar no bolso no fundo você vai ser um amigo muito falso :( — Nem vou votar esse ano rsrs kkkk https://t.co/ZydfjIojyg,0
Ciro surpreende eleitores indecisos durante o debate #GazetaEstadaoJP https://t.co/fIogM1MP4r -via @brdezoito https://t.co/HipW2oZPHL,1
"Qual a diferença? Vê aqui :) What's the difference? Know more, here :)",1
"Gente, tá difícil trabalhar :(",0
"Agora são como são, quando quiserem atenção pode ser que vos faça o mesmo :)",1
"ANALISTA DE MARKETING CLOUD - São Paulo, SP https://t.co/KYcQnNEveX #emprego #oportunidade #vaga",2
@ZhanelleM tara naaa :(,0
ganda mo sobraaaaa :(,0
queria que tu completasse o mutual mas acho que vc me odeia :( — ai meu Deus claro que não te odeio anjinho qual o seu user? https://t.co/MhrjHRxewP,0
@creepy_ariel Awesome! Ainda Bem! :D,0
"@hidekisuzuki_ Migo, eu tô desde ontem com crise depressiva e de ansiedade. Eu realmente não queria vir pro trabalho hoje, o que piora essa vontade é que praticamente toda a empresa apoia o Coiso. A vontade absurda de só morrer é real :(",0
Nome militar nas urnas cresce 39% nas eleições https://t.co/0kdzREbbeV,1
SP: Lava Jato põe 33 no banco dos réus por cartel no Rodoanel Sul https://t.co/C65Pgz6Thp,1
&gt;@EstadaoPolitica Tudo o que você precisa saber sobre o dia da votação https://t.co/0RNeTt0NRD https://t.co/Zwim4ZLjDz,1
@brunodoamaral Desafios. :P,1
"@JO97AM obrigado! normal, eu acho kkkk e o seu? :)",0
tá tocando la devotee :(,0
Conseguiste concretizar alguns objetivos este ano? — Não... Na verdade eu só pensei em um único objetivo e não realizei ainda :( https://t.co/1n4lqyB4WZ,0
"@lucasfresno É capuera, capitão do mato voltou :(",1
tem um homem cantando no metro aqui meu deus eu só quero dar uma voadora :),0
"&gt;@EstadaoPolitica Facebook terá de tirar do ar duas notícias falsas contra Bolsonaro, diz TSE https://t.co/EMGZakJgNX",1
"depois do resultado do 1º turno vc podia atualizar cherry pra alegrar a população brasileira ne? por favorzinho — eu até tava super inspirada pra escrever um capítulo, mas desanimei :( amanhã tento escrever algo... https://t.co/fPGvg0giPj",0
@filletmightnot @fckcaroline @gettofabx Amanha qd te vir na escola tas fdd :),0
"@RafaBelattini @cairosantos19 Eu não quero dizer nada, mas já temos o primeiro time do Superbowl, se o cairão ficar. Rams vs o resto :P",0
"'Quem nega o atentado contra Bolsonaro assume viver uma alucinação coletiva', avalia jornalista e escritor https://t.co/aIxcQpGIjR https://t.co/AW5nSiRPt9",1
"@rezende_evil Bom dia,youtuber! :D",1
"ah, sim, esqueci, com certeza, de falar de alguem, e me perdoe, tinha tanta gente lá :) abracei o @muhammadpuncha , o @tianix , a @nildaalcarinque , o @MarcosKeller (esse eu carreguei no colo, Que homem) e muito mais gente...",0
URGENTE: Ratinho Junior (PSD) é eleito governador do Paraná https://t.co/GpHUUvDjMh #Eleições2018 #G1 https://t.co/Ls6IDh6mhk,1
isso é pq eu não falo tudo que eu penso pq se eu falar eu recebo mais uns 20 :) https://t.co/Kb6nM2zMdM,0
@bernardosequei2 @christiansant7 @itisilol_ Se o dono não souber :),0
"@xdBigYurixd @peoIenna Eu pensava igual a vc, mas depois de pesquisar mais sobre o assunto, mudei de opinião. O voto impresso é infinitamente mais fácil de fraudar do que o voto pela urna. Se vc quiser saber mais sobre isso, pode me chamar no privado :)",1
"Em mensagem a funcionários, empresários declaram voto em Bolsonaro https://t.co/jZsmyvauce",1
"Candidato a vice de Bolsonaro, Mourão cita 'branqueamento da raça' ao elogiar neto #G1 https://t.co/Pj66ustP9X https://t.co/dKS5vL0MCK",1
A realidade da Rocinha pela 'lente do amor' de quatro fotógrafos da comunidade. https://t.co/eByVk85Ywc https://t.co/EIAX04hn1l,0
"O que eu espero da direção nova do ICB é punições mais severas pra professores assediadores, porque nossa direção atual é tão inútil que deixou 3 assediadores ainda dando aula aqui :D",0
"EUA, França, Alemanha e Canadá pedem explicação russa sobre caso Skripal https://t.co/xTEOX4J7MG",1
só queria ir pra casa :(,0
ATENÇÃO TODO MUNDO Q AMA PETS E SEMPRE QUIS FAZER ALGO: Domingo tem evento no @ArcadeGameBar que vai apoiar um projeto da cidade que cuida de pets de rua que precisam de cuidados e custeia castração de pets de famílias carentes. Evento saindo em breve :D,1
Entrei no perfil de uma menina que dizia na bio “feminismo=merda” Eu sinto vergonha de mulheres que pensam assim é triste :(,0
Rudy e a Gabi podiam estar aqui :(,0
Vereador de Itapevi quer frente de trabalho para ex-presidiários #politica #presidiarios #emprego #trabalho https://t.co/sxYFcurBd8 https://t.co/uPaLObv9dK,2
"@edumagatsu Amigo, eu to no chao :((",0
@rpinfinita @jatobafcs Pra ele é só questão de opção e talvez seja “nojento” mesmo. Mas eu tenho um amigo cadeirante que faz exatamente isso e é a coisa mais normal do mundo :),0
mano... que pesado! :( https://t.co/od0FHbQGqA,0
"Se o brasileiro não sabe usar desodorante, agora imagina arma 😉😂 #pensenisso #justsaying #Fato #TrueStory",0
poxa decepção com outro crush :(,0
@iTzLionYT Obrigadinha :),0
"@NunoMateus00 @JuRodri065 Oh sim, a minha testa é mais forte que vcs juntos :) ahahhahahaha",0
"Meu avô mandou um vídeo muito lindinho, todo sorridente falando que tá bem :( é o amor da minha vida mesmo!",0
"Hoje quem lavou o banheiro de casa foi eu depois de tanto tempo, to feliz :)",0
"@yaspfc não, :( tomara que jejê cure ele, pq vitória sem carlos não existe",0
"Minha vizinha deve estar com quase oitenta anos mas é tão bem humorada... Quero ser assim! Hoje ele disse: sei que vc tá na correria, mas vem aqui me abraçar! :)",0
@lobosolidari0 vc curte mas não responde &gt;:(((,0
Franquia: o que você precisa saber antes de abrir uma https://t.co/LRqAfkPuDM #PEGN https://t.co/x6wfFV2Uci,0
@veronicasaniva Leva um fone KKK :(,1
"@fordaysix ai imagino como vcs tao :( mas foi um projeto lindo, o livro ta lindo, cheio de mensagens e fanarts lindas e tenho certeza que os meninos vao amar",0
"Bolsonaro segue em recuperação, com boa evolução clínica, diz boletim https://t.co/XiiL9QeY7S #G1 #G1SP",1
@jnclrmn so ligo k n :D,0
@Porescribir Dificilísimo. :(,0
"@dontbeawhy Achei ele maravilhoso para a Anne, mas acho q vou ter q acabar comprando uma dessas fantasias genéricas☹ DESCULPA PARA Q?!?!? Tu me ajudou muito :))",0
Dodge quer que PT devolva dinheiro gasto na campanha enquanto não substituir Lula https://t.co/WWr1MZzTtj #Eleições2018 https://t.co/mJ88nlFLum,1
"Acompanhando a troca de iluminação, de luzes vermelhas para luzes brancas, no bairro Santa Fé. Mais uma conquista do #mandatorenancolares !!! #trabalho #honestidade #Cearáganha #grandemessejanacresce #tôcomDrHugo #meudeputadoestadual11111",1
mas os gajos da minha turma sim! :D https://t.co/4yqxbldkKN,1
"Esta, é minha forma de atuar na #político em defesa de #bandeiras do #mercado de #seguros. Agora é lutar para ampliar o #trabalho em prol de toda a #sociedade, principalmente nas áreas da #saúde, #segurança, apoio ao #idoso e #gestão de #recursos. https://t.co/qAE1s0SXYi",1
"https://t.co/13SJeTd5eI A batalha já começou, não fique de fora! Novo Call of Duty Black Ops 4 já disponível https://t.co/AJYWxfYpga #bestgames #videojogos #jogos #cod #callofduty #ops4 #novidade #ps4 https://t.co/13SJeTd5eI",0
"&gt;@EstadaoInter Pela 1ª vez, Japão reconhece morte de funcionário de Fukushima por exposição à radiação https://t.co/MFioIzqdpJ",0
@mi__alvess KKKKKKKKKKKKL ai ai amô sdd :(,0
&gt;@fausto_macedo Operação Eleições 2018: 196 crimes eleitorais até 12h https://t.co/1UDcWYDiQe https://t.co/7RWKfNl9Fj,1
jk penteando o cabelinho :(,0
@pkstiel sim pfvr :( vamos fugir e ficar se abraçando enquanto observamos a desgraça alheia,0
'Central do Brasil' faz 20 anos e terá sessão com Fernanda Montenegro na Mostra de SP https://t.co/KrBdt4UEts,1
Alguém com cadeado comentou em uma foto que postei aqui estes dias... eu não vejo o comentário hehehe Torcendo para não ser falando que tinha algo no meu dente :p,0
